"prov","urban","sex","age","marital","education","length_stay","employment","income","sat_education","sat_job","sat_income","sat_health","sat_family","sat_leisure","sat_social","sat_safety","sat_environment","sat_home","happy"
"Riau","Urban","Male","31-40","Married","Medium","21-40","Employed","<1M",3,7,4,3,7,7,8,9,8,6,7
"Riau","Rural","Male","41-50","Married","Low","<=20","Employed","1.5M-2.5M",6,8,7,7,8,7,9,9,9,7,9
"Jawa Timur","Urban","Male","51-60","Married","Medium","<=20","Employed",">4M",6,7,8,7,8,5,8,7,5,8,8
"Kalimantan Barat","Urban","Male",">60","Married","Medium","21-40","Employed","<1M",6,4,4,9,9,7,9,7,8,9,8
"Aceh","Urban","Male","51-60","Not married","Medium","41-60","Unemployed",NA,5,NA,5,7,5,6,7,8,9,2,6
"Kalimantan Selatan","Rural","Female","41-50","Married","Low","21-40","Unemployed",NA,5,NA,7,8,10,9,8,8,8,7,9
"Maluku Utara","Rural","Male","31-40","Married","Low","21-40","Employed","1.5M-2.5M",7,10,9,8,9,7,7,7,8,9,10
"Lampung","Rural","Female","51-60","Married","Medium","41-60","Employed","1M-1.5M",7,8,8,7,8,8,7,7,8,8,8
"Maluku","Rural","Male","41-50","Married","Medium","41-60","Employed","<1M",8,8,8,9,9,8,9,9,9,8,6
"Jawa Barat","Urban","Female","51-60","Not married","Medium","41-60","Employed","1.5M-2.5M",8,8,7,8,5,7,8,9,8,7,7
"Sumatera Barat","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,8,NA,7,9,9,7,7,8,8,8,8
"Kepulauan Bangka Belitung","Urban","Male",">60","Not married","Low","61-80","Employed","<1M",5,7,6,9,9,10,9,8,7,7,9
"Jawa Timur","Urban","Female","31-40","Married","Medium","21-40","Employed","1M-1.5M",7,10,8,10,10,10,9,10,10,10,10
"Kalimantan Selatan","Rural","Female","41-50","Married","Low","41-60","Employed","1M-1.5M",7,7,8,8,8,7,7,8,7,8,7
"Papua","Rural","Male","31-40","Married","Medium","<=20","Employed","1M-1.5M",8,5,4,10,10,8,8,10,10,10,7
"Sulawesi Tengah","Rural","Male","41-50","Married","Low","<=20","Employed","<1M",8,8,9,8,9,8,9,10,9,7,10
"Dki Jakarta","Urban","Female","51-60","Married","Medium","21-40","Unemployed",NA,6,NA,6,5,7,7,7,7,7,7,7
"Sumatera Utara","Rural","Female",">60","Not married","Medium","41-60","Unemployed",NA,7,NA,7,8,7,7,7,9,8,8,9
"Jawa Barat","Urban","Male","41-50","Married","High","<=20","Employed",">4M",9,9,8,8,9,9,8,8,8,8,8
"Sulawesi Utara","Rural","Male","41-50","Married","Low","41-60","Employed","<1M",3,7,7,7,7,5,8,8,8,8,6
"Nusa Tenggara Timur","Rural","Female","21-30","Married","Medium","21-40","Unemployed",NA,4,NA,6,8,9,8,8,8,8,6,8
"Sulawesi Selatan","Urban","Male","31-40","Married","High","<=20","Employed","1.5M-2.5M",8,6,8,10,10,9,10,9,9,10,9
"Jawa Tengah","Rural","Male","41-50","Married","Low","41-60","Unemployed",NA,5,NA,1,6,8,7,4,9,10,6,5
"Aceh","Rural","Male","51-60","Married","Low","21-40","Employed","2.5M-4M",4,6,5,6,6,6,6,7,7,7,6
"Sumatera Utara","Rural","Male","<=20","Married","Medium","<=20","Employed","2.5M-4M",7,9,10,10,9,9,8,10,10,9,10
"Jawa Tengah","Urban","Female",">60","Married","Medium","61-80","Employed","1M-1.5M",8,8,6,5,10,8,8,8,10,10,9
"Lampung","Rural","Male","41-50","Married","Medium","41-60","Employed","1.5M-2.5M",8,8,8,8,8,7,8,7,8,8,8
"Nusa Tenggara Barat","Urban","Female","31-40","Married","High","<=20","Unemployed",NA,8,NA,10,10,10,5,7,5,9,5,9
"Jawa Tengah","Urban","Male","51-60","Married","Medium","21-40","Employed","2.5M-4M",8,8,7,8,8,9,8,8,8,7,8
"Sumatera Selatan","Rural","Female","41-50","Not married","Low","41-60","Employed","1.5M-2.5M",6,7,8,7,8,8,8,6,7,7,9
"Jawa Timur","Urban","Male","31-40","Married","Medium","21-40","Employed","1M-1.5M",7,7,6,7,7,8,7,8,8,8,7
"Bali","Rural","Female","51-60","Married","Low","21-40","Employed","<1M",4,4,3,5,7,5,9,7,8,6,8
"Sumatera Selatan","Rural","Male","31-40","Married","Low","<=20","Employed","1M-1.5M",6,6,7,7,6,6,7,8,7,6,6
"Jambi","Rural","Female","31-40","Married","High","<=20","Unemployed",NA,8,NA,9,6,8,7,6,8,7,9,8
"Sumatera Utara","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",7,7,7,7,9,8,7,7,7,6,9
"Jawa Barat","Urban","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",7,8,6,6,9,7,8,8,8,7,8
"Jawa Barat","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",6,7,8,7,8,6,8,8,7,8,7
"Jawa Timur","Urban","Female","21-30","Married","High","<=20","Unemployed",NA,8,NA,9,7,10,7,7,8,6,7,9
"Jawa Barat","Urban","Male","41-50","Married","Medium","41-60","Unemployed",NA,8,NA,6,9,9,7,5,9,9,9,7
"Sumatera Barat","Rural","Female","41-50","Married","Medium","<=20","Employed","1M-1.5M",8,4,4,9,9,8,8,6,7,4,6
"Di Yogyakarta","Urban","Female","31-40","Married","High","<=20","Unemployed",NA,8,NA,9,5,9,8,8,8,9,9,9
"Jawa Tengah","Rural","Male",">60","Married","Medium","21-40","Employed","<1M",4,9,8,9,9,9,10,10,10,10,10
"Kepulauan Riau","Urban","Female",">60","Married","Low","<=20","Unemployed",NA,1,NA,8,9,10,8,8,10,9,9,8
"Papua","Urban","Female","31-40","Married","High","<=20","Employed",">4M",8,9,9,9,9,8,8,8,9,9,9
"Sumatera Utara","Urban","Female","31-40","Married","Medium","<=20","Employed","<1M",4,8,3,10,10,8,8,8,8,5,8
"Maluku","Rural","Female",">60","Not married","Low","41-60","Employed","<1M",9,6,7,6,7,7,8,7,8,7,6
"Nusa Tenggara Timur","Rural","Female",">60","Not married","Low","21-40","Employed","<1M",8,8,8,8,9,8,9,9,9,9,10
"Kepulauan Riau","Urban","Female","31-40","Married","Low","21-40","Unemployed",NA,7,NA,8,8,9,9,8,10,10,9,9
"Jawa Barat","Urban","Female","31-40","Married","High","<=20","Unemployed",NA,8,NA,7,9,9,8,9,9,9,9,8
"Jawa Tengah","Urban","Female",">60","Married","Low","61-80","Employed","<1M",3,6,6,8,8,8,8,8,7,5,6
"Nusa Tenggara Barat","Rural","Male","51-60","Married","Medium","41-60","Employed","<1M",5,5,7,5,9,5,10,10,9,7,7
"Papua","Rural","Female",">60","Not married","Low","41-60","Unemployed",NA,8,NA,6,8,10,10,9,9,9,7,10
"Kepulauan Bangka Belitung","Rural","Female","51-60","Married","Low","21-40","Unemployed",NA,10,NA,10,10,10,10,10,10,10,10,10
"Sulawesi Selatan","Urban","Female","51-60","Married","Low","41-60","Unemployed",NA,7,NA,6,8,9,8,7,9,8,8,7
"Kalimantan Utara","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,6,NA,7,7,8,7,8,8,8,6,6
"Sulawesi Selatan","Rural","Female","41-50","Married","Medium","41-60","Employed","1M-1.5M",6,6,8,5,8,5,8,8,7,7,8
"Sumatera Barat","Urban","Female","41-50","Married","Low","<=20","Employed","<1M",8,7,4,7,10,10,10,10,10,10,10
"Sulawesi Tengah","Rural","Female","51-60","Not married","Low","41-60","Employed","1M-1.5M",5,7,7,8,7,7,7,8,8,8,8
"Kalimantan Selatan","Rural","Female","41-50","Married","Low","41-60","Employed","1M-1.5M",2,7,7,7,9,7,8,8,8,8,8
"Banten","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",2,7,7,8,8,7,8,4,9,6,7
"Lampung","Rural","Male","41-50","Married","Low","21-40","Employed","2.5M-4M",5,7,7,9,10,8,10,8,10,8,10
"Jawa Tengah","Urban","Female","51-60","Not married","Low","21-40","Unemployed",NA,4,NA,5,7,8,9,9,10,7,5,7
"Sulawesi Utara","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,6,NA,7,7,7,8,7,8,7,7,7
"Papua","Rural","Male","41-50","Married","Low","41-60","Employed","2.5M-4M",8,8,8,8,9,8,8,6,6,8,8
"Nusa Tenggara Barat","Rural","Female",">60","Not married","Low","41-60","Unemployed",NA,4,NA,3,9,5,7,8,10,7,4,8
"Jawa Barat","Rural","Male","21-30","Married","Medium","21-40","Employed","1.5M-2.5M",7,7,7,8,8,8,6,8,7,9,6
"Kalimantan Barat","Rural","Male","41-50","Married","Medium","21-40","Employed","1.5M-2.5M",6,8,6,10,9,9,7,10,10,7,7
"Kalimantan Selatan","Urban","Female","21-30","Married","Low","21-40","Employed","<1M",5,5,5,7,8,7,8,8,8,7,8
"Maluku","Urban","Male","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",1,2,1,6,7,2,7,2,2,4,9
"Jawa Tengah","Urban","Female","31-40","Married","Low","<=20","Employed","<1M",5,6,7,8,8,8,7,7,8,6,7
"Lampung","Rural","Male","31-40","Married","Medium","21-40","Employed","1M-1.5M",5,7,6,7,8,7,8,7,7,7,7
"Riau","Rural","Male","41-50","Not married","Medium","41-60","Employed","1.5M-2.5M",6,8,7,8,7,3,8,6,8,7,7
"Jawa Barat","Urban","Female","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",7,8,8,6,7,7,8,8,8,8,8
"Sumatera Utara","Urban","Female","41-50","Married","Low","21-40","Employed","<1M",7,7,7,8,8,8,8,8,8,8,8
"Gorontalo","Rural","Female","41-50","Married","Low","<=20","Employed","1.5M-2.5M",6,7,7,8,9,8,8,9,8,7,8
"Sulawesi Selatan","Urban","Male",">60","Not married","Low","61-80","Unemployed",NA,7,NA,7,7,8,7,9,9,7,9,9
"Nusa Tenggara Timur","Rural","Male","41-50","Married","Low","21-40","Employed","<1M",6,7,6,8,7,6,8,9,8,6,8
"Lampung","Rural","Male","31-40","Married","Low","21-40","Employed","1.5M-2.5M",5,7,5,8,8,7,8,9,9,8,8
"Jawa Tengah","Urban","Female",">60","Married","Low","61-80","Unemployed",NA,6,NA,3,7,4,7,7,8,7,5,5
"Jawa Tengah","Urban","Female","41-50","Married","Low","41-60","Employed","1.5M-2.5M",5,7,8,7,8,7,7,7,7,7,7
"Kalimantan Timur","Rural","Female","41-50","Married","Low","21-40","Unemployed",NA,8,NA,7,9,10,7,9,9,5,5,9
"Jawa Barat","Rural","Female","51-60","Married","Low","21-40","Unemployed",NA,6,NA,7,7,8,7,8,7,8,8,8
"Nusa Tenggara Barat","Rural","Female","51-60","Married","Low","21-40","Unemployed",NA,0,NA,5,10,10,8,9,5,8,5,5
"Nusa Tenggara Timur","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,7,NA,5,8,10,8,8,10,8,8,8
"Sulawesi Selatan","Urban","Female","41-50","Not married","Low","<=20","Unemployed",NA,5,NA,6,8,8,8,8,9,9,6,8
"Jawa Timur","Urban","Male",">60","Married","Low","61-80","Unemployed",NA,4,NA,6,7,8,5,9,9,9,6,6
"Sumatera Selatan","Rural","Male","31-40","Married","Low","21-40","Employed","1M-1.5M",7,7,7,9,9,8,8,9,9,8,8
"Kalimantan Tengah","Urban","Male","31-40","Married","Low","<=20","Employed","1.5M-2.5M",9,3,5,5,6,6,6,6,6,4,5
"Jawa Tengah","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",8,8,8,7,8,7,7,8,8,8,9
"Nusa Tenggara Barat","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",0,2,3,9,5,1,9,9,9,2,3
"Kalimantan Barat","Urban","Male",">60","Married","Medium","<=20","Unemployed",NA,5,NA,9,9,10,9,5,9,9,9,9
"Jawa Barat","Rural","Male","31-40","Married","Medium","21-40","Employed","2.5M-4M",5,6,6,7,8,7,8,6,7,8,8
"Nusa Tenggara Timur","Rural","Female",">60","Not married","Low","<=20","Unemployed",NA,6,NA,7,7,7,7,7,7,7,7,8
"Sumatera Selatan","Rural","Female","41-50","Not married","Low","41-60","Employed","1M-1.5M",6,6,6,7,8,10,9,10,10,5,7
"Jawa Barat","Urban","Male","51-60","Married","Low","<=20","Employed","2.5M-4M",6,7,8,8,9,8,8,8,8,8,7
"Jawa Tengah","Urban","Male","31-40","Married","Medium","21-40","Employed","1.5M-2.5M",9,8,8,9,9,8,10,9,10,9,9
"Jawa Tengah","Rural","Male","41-50","Married","Low","41-60","Employed",">4M",5,7,6,7,9,8,9,9,10,6,8
"Dki Jakarta","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,8,NA,6,10,7,7,6,9,8,8,7
"Sumatera Barat","Rural","Female","51-60","Married","High","21-40","Employed","2.5M-4M",9,8,9,8,8,8,8,8,8,9,8
"Sulawesi Utara","Rural","Female","51-60","Married","Low","21-40","Unemployed",NA,2,NA,8,2,10,9,10,10,10,8,7
"Kalimantan Barat","Urban","Female","41-50","Married","Medium","41-60","Employed","1.5M-2.5M",10,10,10,10,5,10,10,10,10,8,8
"Jawa Barat","Urban","Female",">60","Married","Low","41-60","Unemployed",NA,0,NA,6,7,10,10,7,8,6,7,7
"Jawa Tengah","Urban","Female","31-40","Married","Medium","<=20","Employed",">4M",8,8,7,8,9,6,6,7,7,7,9
"Papua","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",7,9,8,9,10,9,9,9,9,7,9
"Kalimantan Timur","Rural","Male",">60","Married","Low","21-40","Unemployed",NA,9,NA,3,2,4,10,5,7,7,5,5
"Jawa Barat","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,8,NA,6,8,8,7,8,8,7,7,7
"Sumatera Selatan","Urban","Female","31-40","Married","Medium","21-40","Unemployed",NA,7,NA,8,8,9,8,7,7,8,9,7
"Sumatera Barat","Urban","Female",">60","Married","Medium","<=20","Employed","2.5M-4M",7,7,7,6,7,7,8,7,7,8,7
"Jawa Barat","Urban","Male","41-50","Married","Medium","41-60","Employed","2.5M-4M",8,8,9,7,9,8,6,8,8,10,9
"Sulawesi Selatan","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",9,8,7,7,9,6,7,9,8,8,9
"Kalimantan Tengah","Urban","Female","<=20","Not married","Medium","<=20","Unemployed",NA,6,NA,5,7,8,10,7,7,7,7,7
"Papua","Urban","Male","41-50","Married","Medium","41-60","Employed","1.5M-2.5M",7,7,8,9,10,9,9,10,10,10,7
"Nusa Tenggara Timur","Rural","Female","31-40","Married","High","<=20","Employed","1M-1.5M",5,6,1,5,10,10,10,10,10,10,10
"Sumatera Selatan","Rural","Female","41-50","Married","Low","21-40","Employed","2.5M-4M",8,5,6,8,8,8,8,8,8,7,8
"Kalimantan Selatan","Urban","Female","31-40","Married","Medium","21-40","Unemployed",NA,10,NA,7,9,7,9,5,7,5,8,8
"Kepulauan Riau","Urban","Female","41-50","Not married","Low","21-40","Employed","1.5M-2.5M",3,7,7,7,8,7,7,8,8,8,8
"Jawa Timur","Rural","Female","41-50","Not married","Low","41-60","Unemployed",NA,4,NA,6,9,8,8,8,9,9,7,7
"Kalimantan Barat","Urban","Female","41-50","Married","Low","<=20","Employed","1.5M-2.5M",6,7,7,7,8,7,7,6,7,7,7
"Jawa Timur","Rural","Female","21-30","Married","Medium","21-40","Unemployed",NA,6,NA,7,6,6,6,6,6,7,6,5
"Jawa Barat","Urban","Female",">60","Not married","Low","41-60","Unemployed",NA,5,NA,8,8,8,8,8,8,8,9,7
"Sumatera Barat","Urban","Male","31-40","Married","High","<=20","Unemployed",NA,8,NA,7,8,8,7,8,8,8,9,8
"Jawa Timur","Urban","Male","41-50","Married","Medium","41-60","Employed","1.5M-2.5M",4,7,7,8,9,7,8,8,8,7,9
"Papua","Rural","Male","21-30","Not married","Low","21-40","Employed",">4M",6,7,7,7,8,8,8,10,9,7,9
"Jambi","Rural","Female","41-50","Married","Medium","41-60","Unemployed",NA,5,NA,7,8,10,7,8,8,10,8,10
"Sulawesi Tengah","Urban","Male",">60","Not married","Medium","41-60","Employed","2.5M-4M",7,8,5,9,8,9,7,7,4,8,9
"Bengkulu","Urban","Female","21-30","Married","High","21-40","Employed","<1M",8,6,8,9,8,8,7,8,8,6,7
"Jambi","Urban","Female","41-50","Married","Low","21-40","Employed","1M-1.5M",5,7,7,8,8,9,9,9,9,8,8
"Jawa Tengah","Urban","Female",">60","Not married","Low","61-80","Unemployed",NA,9,NA,7,7,7,7,9,8,9,9,9
"Jawa Tengah","Urban","Female","31-40","Married","Low","<=20","Employed","1M-1.5M",5,8,8,9,10,8,9,9,10,10,9
"Papua Barat","Urban","Male",">60","Married","Medium","<=20","Unemployed",NA,8,NA,8,7,9,8,9,8,9,9,9
"Jawa Timur","Urban","Male",">60","Married","Medium","41-60","Unemployed",NA,7,NA,7,7,7,7,7,7,7,7,7
"Jawa Barat","Urban","Female","21-30","Married","Medium","21-40","Unemployed",NA,7,NA,7,8,8,7,8,7,9,8,8
"Sumatera Utara","Urban","Female","51-60","Married","Medium","<=20","Unemployed",NA,7,NA,5,6,6,6,7,6,7,8,8
"Sulawesi Tenggara","Urban","Male","41-50","Not married","Low","41-60","Employed","<1M",4,4,4,7,6,6,7,8,7,5,5
"Jawa Timur","Urban","Female","41-50","Married","Low","41-60","Employed","<1M",5,5,4,6,8,7,7,8,8,6,7
"Jawa Tengah","Rural","Male","51-60","Married","Low","41-60","Employed","1.5M-2.5M",6,9,8,9,10,9,10,9,9,9,9
"Riau","Urban","Male","41-50","Married","Medium","<=20","Employed",">4M",6,7,7,7,8,7,7,7,8,7,7
"Jawa Tengah","Urban","Female","41-50","Married","Medium","<=20","Employed","1.5M-2.5M",6,8,6,8,8,7,8,9,9,9,8
"Sumatera Selatan","Urban","Female","31-40","Married","Medium","<=20","Employed",">4M",7,8,8,8,8,6,7,7,8,6,8
"Papua","Urban","Female","31-40","Married","Medium","<=20","Employed","2.5M-4M",6,7,7,8,8,7,8,6,7,7,9
"Kepulauan Riau","Urban","Female",">60","Married","High","21-40","Unemployed",NA,8,NA,8,8,8,8,8,8,8,8,10
"Papua","Urban","Female","51-60","Married","Low","21-40","Employed",">4M",8,10,10,10,10,8,8,8,9,9,8
"Jawa Tengah","Rural","Male","51-60","Married","Low","41-60","Employed","<1M",5,3,5,6,8,5,8,7,6,6,7
"Aceh","Urban","Female","31-40","Married","High","<=20","Employed","2.5M-4M",7,8,9,8,9,8,8,8,8,9,9
"Kepulauan Bangka Belitung","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",9,9,9,9,9,5,8,8,8,8,9
"Jawa Barat","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,8,NA,9,7,9,8,9,7,9,10,7
"Bengkulu","Urban","Female","51-60","Married","Low","<=20","Employed","<1M",4,6,4,7,8,8,8,9,9,7,8
"Bali","Rural","Male","31-40","Married","High","21-40","Employed","2.5M-4M",8,8,9,8,10,8,8,8,8,8,9
"Aceh","Rural","Male",">60","Not married","Low","61-80","Employed","<1M",2,3,2,2,5,5,9,8,7,2,5
"Nusa Tenggara Timur","Urban","Female","31-40","Married","Low","<=20","Employed","<1M",7,6,6,9,9,9,6,6,6,8,8
"Jawa Tengah","Urban","Male",">60","Married","Low","61-80","Employed","<1M",8,8,7,8,9,9,9,9,8,7,8
"Lampung","Rural","Male","31-40","Married","Medium","21-40","Employed","1.5M-2.5M",5,8,2,8,10,8,10,9,8,5,10
"Papua","Rural","Male","21-30","Married","Low","21-40","Employed","2.5M-4M",5,8,5,8,8,8,7,8,7,6,8
"Sulawesi Utara","Urban","Male",">60","Not married","Low","41-60","Unemployed",NA,6,NA,7,7,7,7,7,7,7,6,7
"Riau","Urban","Female","<=20","Married","Low","<=20","Unemployed",NA,0,NA,4,7,7,8,7,8,7,5,6
"Kalimantan Selatan","Rural","Female","51-60","Not married","Low","41-60","Employed","<1M",7,8,8,8,8,8,8,9,8,8,8
"Papua","Rural","Male","41-50","Married","Low","21-40","Employed","1.5M-2.5M",7,7,8,8,7,8,7,7,8,6,7
"Sulawesi Selatan","Urban","Male","31-40","Married","Low","<=20","Employed",">4M",7,7,7,8,10,4,9,9,10,7,8
"Jawa Barat","Urban","Female","51-60","Not married","High","<=20","Employed",">4M",9,9,8,9,10,8,8,9,8,9,8
"Kalimantan Utara","Rural","Female",">60","Not married","Low","61-80","Employed","<1M",6,9,9,9,10,9,9,10,10,9,8
"Sumatera Barat","Rural","Male","41-50","Married","Medium","41-60","Employed","2.5M-4M",7,7,8,7,8,7,8,8,8,8,8
"Sumatera Utara","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,5,NA,4,8,8,8,7,8,7,5,7
"Sumatera Selatan","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,9,NA,6,9,10,10,4,10,9,9,9
"Jawa Timur","Rural","Male",">60","Married","Low","61-80","Employed","<1M",3,8,3,7,9,9,9,9,9,3,8
"Jawa Tengah","Rural","Male","41-50","Married","Low","21-40","Employed","<1M",8,8,7,8,8,7,9,8,8,8,7
"Papua","Rural","Female","21-30","Not married","Low","21-40","Employed","1M-1.5M",5,4,5,7,6,8,7,8,7,3,3
"Aceh","Rural","Male","51-60","Married","Medium","41-60","Employed","<1M",6,8,6,8,10,9,7,7,8,10,8
"Jawa Timur","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",5,5,6,6,7,7,7,8,7,7,7
"Banten","Urban","Female","51-60","Married","Low","41-60","Unemployed",NA,6,NA,7,9,8,8,8,9,8,8,7
"Sumatera Utara","Urban","Male","41-50","Married","High","<=20","Employed","2.5M-4M",8,9,8,7,9,8,8,8,7,6,8
"Lampung","Rural","Male","31-40","Married","Medium","21-40","Employed","1.5M-2.5M",7,7,7,8,9,9,7,7,9,9,9
"Papua","Urban","Female","41-50","Married","Medium","21-40","Unemployed",NA,8,NA,5,5,7,8,8,8,8,8,8
"Jawa Barat","Urban","Female","31-40","Married","High","<=20","Unemployed",NA,9,NA,9,10,10,10,4,10,8,10,9
"Banten","Urban","Female","51-60","Not married","Medium","21-40","Unemployed",NA,6,NA,7,7,7,7,7,7,7,7,7
"Sulawesi Selatan","Urban","Female","51-60","Not married","Medium","21-40","Employed","1M-1.5M",6,9,9,8,9,8,8,7,9,9,8
"Jawa Tengah","Rural","Female","21-30","Married","Medium","<=20","Employed","1M-1.5M",6,7,7,7,7,7,8,7,7,6,7
"Nusa Tenggara Barat","Rural","Female",">60","Married","Low","41-60","Unemployed",NA,5,NA,4,4,7,5,6,7,7,5,5
"Jawa Tengah","Rural","Female","31-40","Married","Medium","<=20","Unemployed",NA,7,NA,5,7,8,7,8,9,9,7,6
"Aceh","Urban","Male","41-50","Married","Low","<=20","Employed","1M-1.5M",6,6,5,8,8,7,8,8,7,6,6
"Maluku","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,5,NA,10,9,8,8,8,8,9,9,9
"Sumatera Utara","Rural","Male","21-30","Married","Medium","21-40","Employed","1M-1.5M",5,5,5,8,8,8,8,8,8,7,7
"Kalimantan Tengah","Rural","Female",">60","Married","Low","21-40","Unemployed",NA,5,NA,10,6,10,10,10,10,10,10,10
"Jawa Timur","Urban","Female","31-40","Married","High","<=20","Employed","2.5M-4M",9,9,8,8,8,8,8,9,8,8,7
"Sulawesi Utara","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",5,7,7,7,7,7,7,8,8,7,7
"Jawa Timur","Rural","Male","51-60","Married","Low","21-40","Employed","<1M",4,6,5,8,8,7,10,9,9,5,6
"Papua","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",3,7,5,9,9,7,8,8,10,5,8
"Jawa Barat","Urban","Female","31-40","Married","Medium","21-40","Employed","1M-1.5M",6,8,6,9,8,8,7,8,8,8,7
"Nusa Tenggara Timur","Rural","Male",">60","Not married","Medium","61-80","Unemployed",NA,8,NA,8,5,8,8,7,8,7,8,7
"Jawa Tengah","Rural","Female","31-40","Married","Medium","21-40","Employed","<1M",5,5,5,7,10,8,10,10,10,5,7
"Jawa Timur","Urban","Female","41-50","Married","Medium","41-60","Employed","1M-1.5M",8,5,7,8,8,8,8,8,8,7,8
"Jawa Barat","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,5,NA,8,8,10,7,7,8,8,8,4
"Jawa Timur","Rural","Female","41-50","Married","Low","41-60","Employed","1M-1.5M",5,6,7,8,8,7,7,8,7,6,6
"Jawa Barat","Urban","Male",">60","Married","Low","61-80","Employed","<1M",7,7,6,7,8,7,8,8,9,5,9
"Kalimantan Barat","Rural","Male","21-30","Married","Low","<=20","Employed","1.5M-2.5M",6,7,7,8,8,6,6,8,8,7,8
"Lampung","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,6,NA,6,6,6,6,6,7,6,6,6
"Nusa Tenggara Timur","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",4,8,6,7,8,8,8,8,8,5,7
"Sulawesi Selatan","Urban","Male","41-50","Married","High","<=20","Employed",">4M",7,9,7,8,9,8,6,8,6,8,7
"Aceh","Urban","Female","41-50","Not married","Low","41-60","Employed","<1M",4,5,5,5,8,8,7,8,7,8,7
"Jawa Tengah","Rural","Male","31-40","Married","Low","<=20","Employed","1.5M-2.5M",5,7,6,8,8,8,8,7,8,6,7
"Jawa Barat","Urban","Male",">60","Not married","Low","61-80","Employed","<1M",8,7,5,9,9,8,10,9,10,8,7
"Nusa Tenggara Timur","Rural","Male","41-50","Married","Medium","41-60","Employed","1M-1.5M",6,6,6,6,6,6,7,7,7,4,7
"Papua","Urban","Female","31-40","Not married","Low","<=20","Employed","<1M",7,7,4,8,10,9,7,6,6,5,8
"Jawa Tengah","Rural","Female",">60","Not married","Low","21-40","Unemployed",NA,4,NA,4,5,5,5,6,7,6,4,6
"Kalimantan Barat","Rural","Male","51-60","Married","Low","<=20","Employed","2.5M-4M",7,9,8,9,10,8,9,8,9,8,9
"Banten","Urban","Male","41-50","Married","Medium","41-60","Employed",">4M",7,8,7,8,8,7,8,8,8,9,7
"Kalimantan Selatan","Rural","Male","41-50","Married","Low","<=20","Employed","2.5M-4M",8,8,8,8,10,8,9,10,10,9,9
"Kalimantan Utara","Urban","Female","51-60","Married","High","21-40","Employed",">4M",8,10,8,8,8,7,8,7,9,8,8
"Kalimantan Barat","Rural","Male","51-60","Married","Medium","41-60","Employed","1M-1.5M",7,7,6,8,8,8,8,8,8,8,7
"Sumatera Utara","Urban","Male","31-40","Married","Medium","<=20","Employed","1M-1.5M",4,3,2,5,7,7,6,7,8,7,4
"Lampung","Rural","Male","31-40","Married","Medium","21-40","Employed","2.5M-4M",9,7,6,9,10,7,10,9,9,9,8
"Papua","Urban","Female","<=20","Married","Medium","<=20","Unemployed",NA,7,NA,6,10,9,8,10,6,10,5,1
"Sulawesi Barat","Rural","Male","41-50","Married","Low","21-40","Employed",">4M",6,9,8,6,8,7,8,8,8,8,8
"Maluku","Urban","Female",">60","Not married","Medium","41-60","Unemployed",NA,10,NA,10,8,10,10,10,7,10,10,10
"Bali","Urban","Male","41-50","Married","Medium","41-60","Employed",">4M",7,9,9,5,9,9,8,9,9,10,9
"Jawa Tengah","Urban","Male",">60","Married","Low","<=20","Employed","1M-1.5M",5,6,5,8,8,8,8,8,8,5,6
"Di Yogyakarta","Rural","Female",">60","Not married","Low","<=20","Employed","<1M",6,7,7,8,8,7,8,8,8,8,7
"Dki Jakarta","Urban","Male",">60","Married","Medium","41-60","Unemployed",NA,8,NA,7,8,8,8,8,8,8,8,8
"Sumatera Barat","Urban","Male","51-60","Married","Medium","<=20","Employed","1.5M-2.5M",6,7,3,7,8,6,4,7,7,6,9
"Jawa Barat","Rural","Male","51-60","Married","Medium","41-60","Employed","2.5M-4M",5,7,8,9,9,9,8,10,8,7,8
